audio_path,transcription,speaker
dataset_fon\emmanuel\emmanuel_fongbe_corp014_078.wav,e guda gusi do nusunnuu ɔ wu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_079.wav,e hεn wema ce lε guda,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_080.wav,e guda de wu ganji a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_081.wav,e gudu siman do kɔ wu ganji a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_082.wav,nyε ɖesu wε klɔ gannu ɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_083.wav,e ɖu nu vɔvɔ a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_084.wav,avɔ ɖokpo ɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_085.wav,nyε ɖesunɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_086.wav,zan gblɔn ahwan nu we,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_087.wav,nuvu gbε do we,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_088.wav,mi wa nu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_089.wav,e sɔ wema tɔn ɖo gbanu bo yi akwε do,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_090.wav,xomε gble e,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_091.wav,ma yi ɖalɔ go mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_092.wav,e do gan alɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_093.wav,e nyi avɔ kɔ gεε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_094.wav,sɔ kεkε towe gan ɖo do wu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_095.wav,e do e gan,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_096.wav,alin ɔ ɖo xwe tεntin,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_097.wav,e ɖo gbεdomε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_098.wav,e ɖo gbεya ji wε din,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_099.wav,ce wε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_100.wav,nyε wε ɖu nu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_101.wav,na mi akwε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_102.wav,hweɖenu e wa ɔ e ɖɔ xo nu mi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_103.wav,nyε ɔ un nɔ nyi pɔlu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_104.wav,awi su ɖaxo sɔ gbɔ a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_105.wav,e blo sun atɔn bɔ un bε azɔ ɖo finε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_106.wav,mεɖaxo ku do le hwenu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_107.wav,nyε ɖo kpinkplɔn wε ε bo na do jla ajɔ ce na,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_108.wav,gbεtɔ e ɖo finε e gbi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_109.wav,e gble tamε ni,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_110.wav,a jε finε ɔ mε lε na xlε we gletoxo ɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_111.wav,mε nabi wε ku tawun,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_112.wav,gu ku wε ku,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_113.wav,e yi ku zozo,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_114.wav,e ma ku a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_115.wav,azɔn ɔ gble,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_116.wav,e nɔ gba gi ɖo mɔ mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_117.wav,e gban nya nu do mi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_118.wav,e gban ya nu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_119.wav,etε sin nu gban nya wε a ɖe,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_120.wav,ye na ku,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_121.wav,e ma na ku gε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_122.wav,jinukun ko mya go ɖo gle mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_123.wav,a ma na blo a e,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_124.wav,un nɔ ɖu jε kpodo takin kpan a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_125.wav,e gbigba ayikungban ɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_126.wav,bɔ kan nyikɔ ce byɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_127.wav,nyikɔ ce nɔ nyi fina,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_128.wav,tagba gbelu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_129.wav,eo un sixu blo a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_130.wav,mi na yi a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_131.wav,mama xwe ɔ ni nyi xwesi nu mi bi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp014_132.wav,e yi fi ti a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_001.wav,glo ɖɔ a ɖe,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_002.wav,un gɔn yεhwe zanzan tɔn xa,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_003.wav,e ku bɔ e ɖii,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_004.wav,e klan gbe xa mi ɖo vivε ji,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_005.wav,e ɖɔ a ma wa o,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_006.wav,to mitɔn lε nɔ se xo,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_007.wav,e gla do tɔ tɔn wu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_008.wav,e gla wa fi a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_009.wav,e gla na kε nu a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_010.wav,e gla do tɔ tɔn wu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_011.wav,hɔn ɔ ɖo nuvo gbaa,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_012.wav,gbε ko hun ali ni,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_013.wav,e hun hɔn ɔ glaa,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_014.wav,e hun hɔn ɔ gblawun,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_015.wav,e hun hɔn ɔ kε gblala,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_016.wav,e van nukun gbaan,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_017.wav,kεkε tɔn gble,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_018.wav,e na wa yi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_019.wav,ye na wa ku,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_020.wav,e nɔ gbo jage do xo ɔ mε din,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_021.wav,e nɔ do fɔngbe ganji,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_022.wav,e ɖɔ xo nu mi ɖo nu glɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_023.wav,mε a ɖɔ xo na,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_024.wav,e ɖɔ xo ɖayi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_025.wav,e ɖo xo ɖɔ wε ɖayi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_026.wav,a ku gan kpo xoɖiɖɔ kpo,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_027.wav,jezu yi wan nu mi bo wa nɔ mi mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_028.wav,e se xo e a ɖɔ lε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_029.wav,e gbo kwε ɔ hwla,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_030.wav,e gbo lan ɖu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_031.wav,e gbo ɖɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_032.wav,e gɔn yiyi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_033.wav,e yi trolo jεn a wa,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_034.wav,un wa ba yi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_035.wav,a ma yi dɔn a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_036.wav,e ɖɔ nu mi ɖɔ a kun na wa o,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_037.wav,un ɖu nu loɔ un ka gɔ xo a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_038.wav,e na ɖu nu ace,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_039.wav,fi tε nya elɔ ka gbɔn,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_040.wav,e din gbɔn fi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_041.wav,e gbɔn ji ce,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_042.wav,wa yi gbɔn fi s,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_043.wav,e gbɔn nu glɔ bo wa gɔn ce,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_044.wav,ku do gbe ɖe,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_045.wav,to ɖetε wε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_046.wav,gbe nyɔ a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_047.wav,un lin nu gege gbɔn gbla tɔn mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_048.wav,ajɔ gu mi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_049.wav,gbεtɔ na ɖo gbigbε mi wε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_050.wav,mε nε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_051.wav,un mɔ mεti a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_052.wav,mε e un ɖɔ xo xa ɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_053.wav,e hεn vi ce gble,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_054.wav,un mɔ tε ɖokpo ɖo zun gozwe ɖe mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_055.wav,dεdε gi nɔ bi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_056.wav,e geze kpεɖe din mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_057.wav,lε ɖɔ kpεɖe nu mi ɖe ji,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_058.wav,e gbo adɔ bo ɖɔ xo,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_059.wav,enyi xεsi ɖi we ɔ ayi towe bi gba do,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_060.wav,an nya ε nεgbɔn a ɖafɔ ji ce,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_061.wav,un nɔ ɖu jε bo nɔ ɖu takin a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_062.wav,gbɔnvε mε mi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_063.wav,vi mεxo ɔ jε gbεvi han do tɔ tɔn ji,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_064.wav,lee a ɖe din ɔ e nyɔ nukun ce mε tlala,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_065.wav,e gɔ tun fla,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_066.wav,e gɔ kɔ nyayi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_067.wav,tɔ ce ku wε zɔn bɔ un ya vi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_068.wav,e xo mi enε wutu wε un ya vi i,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_069.wav,ji ja ɔ gbεmε na fa,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_070.wav,ɖo ji ja wutu wε un yi azɔmε a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_071.wav,jikun ɖona ja ɖazan tɔn mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_072.wav,kɔ tɔn gbo ala,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_073.wav,e wazɔ hu mi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_074.wav,e hu mεxo mi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_075.wav,un sɔ na nɔ xa mi gaga ɖe ă,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_076.wav,un sɔ yi azɔmε a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_077.wav,un na sɔ wa a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_078.wav,ajaka hwe hu awi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_079.wav,mi ma sɔ wa o,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_080.wav,e ɖo nu na ɖu wε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_081.wav,e ɖo genu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_082.wav,awi wa bɔ e nε hwevi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_083.wav,a ɖo ɖagbe a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_084.wav,e ɖo gbatε sɔ wε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_085.wav,e nɔ sɔ gbatε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_086.wav,egbe ɔ un kpe alɔ ɖagbe,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_087.wav,a ɖo ɖagbe a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_088.wav,e ɖo glo tɔn,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_089.wav,wutu ce slɔ fun,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_090.wav,mawuxojlatɔ lε ɖesu ɖo fɔngbe kplɔn wε bona do jla mawuxo ɖo to ɔ mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_091.wav,nε gbɔn,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_092.wav,xovε ɖo huhui enε ɔ wutu wε e xɔ nuɖuɖu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_093.wav,e gbε kpo ɖo tunnu tɔn,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_094.wav,mεsi kplɔn nu ye cobɔ ye ɖu afɔku,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_095.wav,e gɔ gbe,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_096.wav,e ɖo mawusi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_097.wav,fina a sii ɖɔ fi e a gosin ɔ nu mi a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_098.wav,un hεn ɔ na blo,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_099.wav,eo nyε un kpewu a mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_100.wav,mɔ jεn wε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_101.wav,e gbla klεklε nu,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_102.wav,e gbe yawo,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_103.wav,wema ce yi gbe un ja,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_104.wav,glo mɔ glo sɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_105.wav,glelilε ma nyɔ ze,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_106.wav,sɔ gbɔ yi do kan sɔ kan yi do gbɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_107.wav,nyɔnu e sin avɔ un yi ɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_108.wav,e nɔ gu bo tεnmε tεnmε lε bo nɔ sɔ do akpo mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_109.wav,un ɖo gbe towe xo wε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_110.wav,e fyɔn nutitε nu mi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_111.wav,e fyɔn nutitε nu mi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_112.wav,mawu ni na mi gbigbɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_113.wav,a nɔ blo gbangan din,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_114.wav,dεdε sia,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_115.wav,e ɖo gankpa ɔ mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_116.wav,e gbo mi,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_117.wav,e gblɔn kudan,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_118.wav,e jε adan gblɔn nu kεntɔ tɔn ji,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_119.wav,e nyi nukplɔnmεtɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_120.wav,e ɖo do gɔngɔn ɖe mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_121.wav,tɔ ɔ gɔngɔn,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_122.wav,zin gɔngɔn,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_123.wav,e ɖi sa gbɔn toxo ɔ mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_124.wav,vi ce ɖo sa ɖi wε ɖo gbεnde mε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_125.wav,e gblɔn adan ɖɔ emi na blo,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_126.wav,e sa bogbe ɖo ye,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_127.wav,e kanbyɔ mi ɖɔ hwetεnu tɔ ce na wa aji,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_128.wav,akwε ɖasi tɔn kpɔ gbobli,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_129.wav,akwε ɖo tɔ ce sin vatε mε gbidii,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_130.wav,e ɖɔ a na wa,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_131.wav,e ɖɔ nu mi ɖɔ tɔ tɔn na wa,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_132.wav,un ɖu lan ɖee a xɔ ɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_133.wav,un su ɖaxo sɔ we,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_134.wav,nyibu klo hu lεngbɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_135.wav,totεmε a xwe,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_136.wav,wema elɔ ɔ,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_137.wav,mε elɔ lε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_138.wav,e kan byɔ ahwlikpɔnuwa ɖɔ axi wε xwe aji nukanbyɔ ɔ xo wε nɔ gɔ nu we a,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_139.wav,mε gɔn a xwe,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_140.wav,mε tɔn wε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_141.wav,mε wε,emmanuel
dataset_fon\emmanuel\emmanuel_fongbe_corp015_142.wav,mε e un ɖɔ xo na ɔ,emmanuel
dataset_fon\eunice\eunice_fongbe_corp005_001.wav,xo ɔ gbla to nu mi,eunice
dataset_fon\eunice\eunice_fongbe_corp005_002.wav,avɔ elɔ gɔ,eunice
dataset_fon\eunice\eunice_fongbe_corp005_003.wav,e kwiji,eunice
dataset_fon\eunice\eunice_fongbe_corp005_004.wav,un do gbe nu we,eunice
dataset_fon\eunice\eunice_fongbe_corp005_005.wav,e ɖu lεsin nusunnu mεvo,eunice
dataset_fon\eunice\eunice_fongbe_corp005_006.wav,vi ce hɔn bo nɔ gbɔn gbegbe,eunice
dataset_fon\eunice\eunice_fongbe_corp005_007.wav,hwlεn mi gan,eunice
dataset_fon\eunice\eunice_fongbe_corp005_008.wav,e ma nyɔ xo ɖo gε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_009.wav,e gbo hwε gblulu,eunice
dataset_fon\eunice\eunice_fongbe_corp005_010.wav,e gbijɔ gbadeti ɔ,eunice
dataset_fon\eunice\eunice_fongbe_corp005_011.wav,nyε wε nyi aklunɔ mawu mitɔn,eunice
dataset_fon\eunice\eunice_fongbe_corp005_012.wav,e ɖo anɔ gbagba ɖakɔn mε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_013.wav,ɖyiɔvi anɔ gbagba wε fan sin nu tɔli gan ɖalaga sin fan ba un ɖe a alɔ e fan sin ɔ ba un ɖe,eunice
dataset_fon\eunice\eunice_fongbe_corp005_014.wav,e nɔ daziin bε nɔ wu fyo a,eunice
dataset_fon\eunice\eunice_fongbe_corp005_015.wav,mi na gbo xɔ ɔ ɖo we,eunice
dataset_fon\eunice\eunice_fongbe_corp005_016.wav,gan tεnwe mε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_017.wav,azɔn gbε sin,eunice
dataset_fon\eunice\eunice_fongbe_corp005_018.wav,afɔkpa ɔ fyɔn mi,eunice
dataset_fon\eunice\eunice_fongbe_corp005_019.wav,e kanbyɔ ε ɖɔ fitε e nɔ yi azɔmε ɖe aji,eunice
dataset_fon\eunice\eunice_fongbe_corp005_020.wav,e ɖe dazɔmε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_021.wav,e gu we,eunice
dataset_fon\eunice\eunice_fongbe_corp005_022.wav,wa se gbe nu mi,eunice
dataset_fon\eunice\eunice_fongbe_corp005_023.wav,bo nukun mitɔn lε nɔ mɔ nu,eunice
dataset_fon\eunice\eunice_fongbe_corp005_024.wav,gadagada kpowun ɔ ayi jεn nyavi ɔ jε sin kεkε ji,eunice
dataset_fon\eunice\eunice_fongbe_corp005_025.wav,e kanbyɔ ɖɔ tɔ tɔn ɖo mɔto ace,eunice
dataset_fon\eunice\eunice_fongbe_corp005_026.wav,e kanbyɔ ye ɖɔ mεjitɔ yetɔn lε nɔ do fongbe aji,eunice
dataset_fon\eunice\eunice_fongbe_corp005_027.wav,sinnu gbla sin mi,eunice
dataset_fon\eunice\eunice_fongbe_corp005_028.wav,e su gbadanu,eunice
dataset_fon\eunice\eunice_fongbe_corp005_029.wav,ye ɖo na wa gbadanu,eunice
dataset_fon\eunice\eunice_fongbe_corp005_030.wav,zinflu do gɔɔn din,eunice
dataset_fon\eunice\eunice_fongbe_corp005_031.wav,e gbε ɖɔ vi tɔn ma yi azɔmε o,eunice
dataset_fon\eunice\eunice_fongbe_corp005_032.wav,gan ɔ ɖɔ nu gbaan,eunice
dataset_fon\eunice\eunice_fongbe_corp005_033.wav,gan ko xo xoxo,eunice
dataset_fon\eunice\eunice_fongbe_corp005_034.wav,lee gbɔn un blo mɔ ɖie,eunice
dataset_fon\eunice\eunice_fongbe_corp005_035.wav,ani gbe a tɔn,eunice
dataset_fon\eunice\eunice_fongbe_corp005_036.wav,cakatu wε tɔn bɔ mi mɔ glo tɔn hla sɔ ε ɖu le ɔ mi mɔ a,eunice
dataset_fon\eunice\eunice_fongbe_corp005_037.wav,go sin fi,eunice
dataset_fon\eunice\eunice_fongbe_corp005_038.wav,nu gugu nε a wa nε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_039.wav,woo gbε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_040.wav,jɔhɔn gugu ɖe nyi egbe zan mε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_041.wav,e fun funfun do ji ce,eunice
dataset_fon\eunice\eunice_fongbe_corp005_042.wav,e ɖo tavo ɔ glɔ,eunice
dataset_fon\eunice\eunice_fongbe_corp005_043.wav,e ɖo wema towe gwlε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_044.wav,e ɖafɔ tɔn lε glɔ,eunice
dataset_fon\eunice\eunice_fongbe_corp005_045.wav,e gan gan ɔ,eunice
dataset_fon\eunice\eunice_fongbe_corp005_046.wav,e gan do ɔ,eunice
dataset_fon\eunice\eunice_fongbe_corp005_047.wav,vi elɔ ɖo govi katoe,eunice
dataset_fon\eunice\eunice_fongbe_corp005_048.wav,e ɖo hun ɔ te gliwun,eunice
dataset_fon\eunice\eunice_fongbe_corp005_049.wav,e glo nu,eunice
dataset_fon\eunice\eunice_fongbe_corp005_050.wav,e gbingbɔn yovozεn,eunice
dataset_fon\eunice\eunice_fongbe_corp005_051.wav,e gbungbɔn klεn nu mi,eunice
dataset_fon\eunice\eunice_fongbe_corp005_052.wav,enε ɔ ko kpe a mε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_053.wav,e gbla nu mε nu mi,eunice
dataset_fon\eunice\eunice_fongbe_corp005_054.wav,lan xwe do geli nɔ xo amyɔsun a,eunice
dataset_fon\eunice\eunice_fongbe_corp005_055.wav,gɔ na tɔn lo,eunice
dataset_fon\eunice\eunice_fongbe_corp005_056.wav,gbεgɔnu wε nu hwε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_057.wav,ye sa vo nu tɔ ce gbɔ ji ce,eunice
dataset_fon\eunice\eunice_fongbe_corp005_058.wav,un ɖo mawu gbe xo wε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_059.wav,jaan ɖo tavo ɔ ji,eunice
dataset_fon\eunice\eunice_fongbe_corp005_060.wav,e fyan mε,eunice
dataset_fon\eunice\eunice_fongbe_corp005_061.wav,e gbo mi do ɖo xwe gbe,eunice
